full_text,created_at
Great to know all of my patients today who are in the “at-risk” group had their flu immunization already. Not sure if you and family are in the at risk group and qualified for a free flu jab 🤔 check out this list 💉 https://t.co/Tw1I5B2xPD #Flufighter #Paramedic,2018-10-20 17:42:31
RT @FlockHealth: Sheep farmers - please complete this @NottinghamVets student survey about orf. It's a well thought through questionnaire t…,2018-10-20 20:48:44
"RT @NHSuk: People with heart conditions should have the flu jab. It's free because you need it, so speak to your GP or pharmacist about the…",2018-10-20 16:38:26
"RT @NHSEngland: If you have heart, lung or kidney disease, ask for your free flu jab
https://t.co/k7BatqEZEG",2018-10-20 20:11:17
"RT @WhitHealth: The flu isn't just a cough and a runny nose, it can have serious consequences for some people who catch it. If you are elig…",2018-10-20 16:07:52
"RT @NHSEnglandLDN: People with heart conditions should have the flu jab. It's free because you need it, so speak to your GP or pharmacist a…",2018-10-20 17:43:32
"Last year's flu vaccine wasn't very effective. This year's looks more promising https://t.co/QfcOCBgTDB
#cdnpoli UK EU @JustinTrudeau @cafreeland CBC CTV Global Guardian @Fordnation
@ErinOTooleMP @PierrePoilievre @lraitt  @BarackObama @JimCarrey @TheUnsilent99 https://t.co/y3n0WZwSjy",2018-10-20 22:07:02
How to tell if you need to get a flu jab this year https://t.co/5HyjofLdI7,2018-10-20 20:10:55
"RT @NHSEnglandLDN: People with heart conditions should have the flu jab. It's free because you need it, so speak to your GP or pharmacist a…",2018-10-20 21:51:38
RT @PHE_uk: Not got your #flu #vaccine yet? Wondering if you need to? Get answers by taking a look at our blog: https://t.co/G5Em5hiIpy #He…,2018-10-20 19:17:55
"RT @eileeniorio: The conflicts of interest involved in the UK's #JabsForTheBoys campaign, backed by the vaccine inventor and industry. Undu…",2018-10-20 17:45:55
"Glyphosate has been found in Bovine products and vaccines: Vaccine ingredients | Vaccine Knowledge https://t.co/IpZzYrSRgf. 

https://t.co/6x1MtWEGmc",2018-10-20 22:08:41
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 17:08:36
"RT @NHSuk: People with heart conditions should have the flu jab. It's free because you need it, so speak to your GP or pharmacist about the…",2018-10-20 17:56:19
RT @NGHnhstrust: Free flu jabs are now available to social care workers. Who doesn’t love a freebie? Plus it lowers your risk of getting th…,2018-10-20 18:39:59
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 17:14:50
"RT @NHSEngland: If you have heart, lung or kidney disease, ask for your free flu jab
https://t.co/k7BatqEZEG",2018-10-20 17:05:29
RT @PHE_uk: Not got your #flu #vaccine yet? Wondering if you need to? Get answers by taking a look at our blog: https://t.co/G5Em5hiIpy #He…,2018-10-20 21:31:05
"RT NHSEnglandLDN: People with heart conditions should have the flu jab. It's free because you need it, so speak to your GP or pharmacist about the flu jab today. #Flu #HelpUsHelpYou https://t.co/qKfLFWm6bv https://t.co/5WIfl6iKyr",2018-10-20 17:48:37
The flu vaccine can help protect your child from flu and also reduce the chance of flu spreading to others. #helpushelpyou #fluvaccine https://t.co/H87N8l9cFJ https://t.co/CnrVw8Hsx3,2018-10-20 19:02:51
"Pneumonia vaccine 'to save thousands of lives' https://t.co/DVJWeZiVlF
How to put a price tag on that?",2018-10-20 17:00:02
RT @NHSuk: Flu can cause serious complications for pregnant women and their unborn children.The free flu jab offers the best protection. As…,2018-10-20 22:15:52
RT @FlockHealth: Sheep farmers - please complete this @NottinghamVets student survey about orf. It's a well thought through questionnaire t…,2018-10-20 19:54:14
"RT @NHSuk: Pregnant? Get your free flu jab. Ask your GP, pharmacist or midwife about it today.
More info: https://t.co/lNMeKqLOSD https://t…",2018-10-20 17:11:19
BBC News - Flu vaccine delays for over-65s https://t.co/muoDvp1jI8,2018-10-20 20:25:01
"RT @NHSEngland: If you have heart, lung or kidney disease, ask for your free flu jab
https://t.co/k7BatqEZEG",2018-10-20 17:27:18
"RT @Sheeple201: @MediaMan2009 Seems you firstly don't know what the word ERADICATE means, secondly, the UK never used the polio vaccine dur…",2018-10-20 17:54:25
"The flu isn't just a cough and a runny nose, it can have serious consequences for some people who catch it. If you are eligible for a free flu jab please do go and get vaccinated as soon as you can and help us to help you this winter. Find out more at https://t.co/woQGpn9bMY https://t.co/b5A6JT7Rhj",2018-10-20 15:50:10
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:38:33
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:02:05
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:26:34
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:22:16
RT @NHSEnglandSW: Don't put off getting the #flu vaccination. If you're eligible get it now. It's free because you need it! https://t.co/iR…,2018-10-20 11:55:03
BBC News - Flu vaccine delays for over-65s https://t.co/XeWSi13d8w,2018-10-20 14:35:38
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:02:04
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:38:55
"If you have an underlying health condition like bronchitis, diabetes or heart disease, make sure you get your free #fluvaccine. It’s free because you need it. Speak to your GP or pharmacist today: https://t.co/N6hmo7nse0 #helpushelpyou https://t.co/pXqWE0P9X5",2018-10-20 13:00:00
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:33:20
RT @PHE_uk: Not got your #flu #vaccine yet? Wondering if you need to? Get answers by taking a look at our blog: https://t.co/G5Em5hiIpy #He…,2018-10-20 13:50:20
"RT @rikomrnk: 費用対効果を理由に女性だけに定期接種するのは男性差別であるとして議論の続いていたイギリスで、HPVワクチンは男子にも定期接種化されることになった。政府の対応が周回遅れの感のある日本。

https://t.co/DrNW53nsoq https://…",2018-10-20 12:08:24
"RT @NHSuk: People with heart conditions should have the flu jab. It's free because you need it, so speak to your GP or pharmacist about the…",2018-10-20 13:52:42
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:37:49
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:36:54
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:52:14
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:01:00
"RT @NHSuk: People with heart conditions should have the flu jab. It's free because you need it, so speak to your GP or pharmacist about the…",2018-10-20 13:04:06
"RT @rikomrnk: 費用対効果を理由に女性だけに定期接種するのは男性差別であるとして議論の続いていたイギリスで、HPVワクチンは男子にも定期接種化されることになった。政府の対応が周回遅れの感のある日本。

https://t.co/DrNW53nsoq https://…",2018-10-20 11:50:13
"RT @NHSuk: People with heart conditions should have the flu jab. It's free because you need it, so speak to your GP or pharmacist about the…",2018-10-20 15:22:40
#MaleBreastCancer: What are the signs and how to check https://t.co/c9dQRJttiN,2018-10-20 14:19:29
"If you are over 65, pregnant or have a long term condition, make sure you have your flu jab this winter to ensure that you #StayWell. Talk to your pharmacist or GP for more info, or look at the @NHSuk website: https://t.co/wQVY9uNPGD #HelpUsHelp you https://t.co/I2oIQIG5Fm",2018-10-20 15:00:37
"RT @rikomrnk: 費用対効果を理由に女性だけに定期接種するのは男性差別であるとして議論の続いていたイギリスで、HPVワクチンは男子にも定期接種化されることになった。政府の対応が周回遅れの感のある日本。

https://t.co/DrNW53nsoq https://…",2018-10-20 13:39:24
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:06:50
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:25:00
"RT @NHSuk: Pregnant? Get your free flu jab. Ask your GP, pharmacist or midwife about it today.
More info: https://t.co/lNMeKqLOSD https://t…",2018-10-20 14:07:37
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:30:22
"RT @NHSuk: People with heart conditions should have the flu jab. It's free because you need it, so speak to your GP or pharmacist about the…",2018-10-20 14:44:14
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:19:33
RT @NHSEastBerksCCG: Don't put off getting the #flu vaccination. If you're eligible get it now. It's free because you need it! https://t.co…,2018-10-20 12:37:31
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:18:19
"RT @thinkingautism: Wakefield given ‘Rusty Razor' award for pseudoscience: “Experts have called [Wakefield’s MMR #autism] paper, published…",2018-10-20 11:58:35
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:36:52
RT @Independent: How to tell if you need to get a flu jab this year https://t.co/krtIRKLGk5,2018-10-20 11:36:56
"If you have an underlying health condition like bronchitis, diabetes or heart disease, make sure you get your free #fluvaccine. It’s free because you need it. Speak to your GP or pharmacist today: https://t.co/xfXizrIT0l #helpushelpyou https://t.co/UxtUmzSaao",2018-10-20 13:00:01
@Jimcorrsays Apparently they do https://t.co/cbIawineBs.,2018-10-20 15:41:58
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:00:26
"People with heart conditions should have the #flu jab. It's free because you need it, so speak to your GP or pharmacist about the flu jab today.  https://t.co/ZFMgirz8kv #HelpUsHelpYou https://t.co/gC1GUNQ259",2018-10-20 13:12:12
"RT @NHSuk: People with heart conditions should have the flu jab. It's free because you need it, so speak to your GP or pharmacist about the…",2018-10-20 14:11:52
"Do you have a long term health condition, like Parkinson's? Did you know you can get a free NHS flu jab from your GP surgery or Community Pharmacy? Eligible conditions include diabetes, asthma, heart disease, kidney disease, MS and Parkinson’s. Visit: https://t.co/jXBZVYClZE https://t.co/YieoJTlNiF",2018-10-20 12:00:01
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:45:45
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:35:28
"RT @rikomrnk: 費用対効果を理由に女性だけに定期接種するのは男性差別であるとして議論の続いていたイギリスで、HPVワクチンは男子にも定期接種化されることになった。政府の対応が周回遅れの感のある日本。

https://t.co/DrNW53nsoq https://…",2018-10-20 11:50:42
RT @PHE_uk: Not got your #flu #vaccine yet? Wondering if you need to? Get answers by taking a look at our blog: https://t.co/G5Em5hiIpy #He…,2018-10-20 11:52:11
"RT @NHSuk: People with heart conditions should have the flu jab. It's free because you need it, so speak to your GP or pharmacist about the…",2018-10-20 13:04:38
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:06:24
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:01:58
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:05:25
"RT @NHSEnglandSE: Even if the winter weather begins mild, there can still be a severe flu season. Prepare now by taking up the #fluvaccine…",2018-10-20 13:13:05
"Grandparents! Make sure you get your free flu jab this autumn so you don’t miss out on the fun!  #HelpUsHelpYou 

Find out more here: https://t.co/u21yARFTfL 

#NHS #Northampton",2018-10-20 11:41:01
"RT @NHSSFCCG: If you have an underlying health condition like bronchitis, diabetes or heart disease, make sure you get your free #fluvaccin…",2018-10-20 15:17:47
RT @FlockHealth: Sheep farmers - please complete this @NottinghamVets student survey about orf. It's a well thought through questionnaire t…,2018-10-20 16:01:03
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:25:03
If you have a long term health condition then you know how careful you need to be with your health. Don't risk it this winter - get the free #flujab you are entitled to and protect yourself from #flu and serious complications. https://t.co/oxnaan55k4 #fluvaccine #HelpUsHelpYou https://t.co/KtpFTQsGKq,2018-10-20 16:02:00
China vaccine scandal firm fined $1.3bn https://t.co/7xTN9PPyou https://t.co/sw0LabZ7Qp,2018-10-20 12:30:29
"People with heart conditions should have the flu jab. It's free because you need it, so speak to your GP or pharmacist about the flu jab today. https://t.co/iHLaWPjo0c #flu #fluvaccine #HelpUsHelpYou https://t.co/kIi4GMb7CD",2018-10-20 11:42:00
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 16:01:32
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:30:06
RT @FlockHealth: Sheep farmers - please complete this @NottinghamVets student survey about orf. It's a well thought through questionnaire t…,2018-10-20 13:20:13
RT @BreastAdvocate: #MaleBreastCancer: What are the signs and how to check https://t.co/c9dQRJttiN,2018-10-20 15:32:23
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:28:59
"RT @StaffordshireCC: People with heart conditions should have the #flu jab.

It's free because you need it, so speak to your GP or pharmaci…",2018-10-20 12:23:48
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:29:56
RT @Independent: How common is male breast cancer and what are the symptoms? https://t.co/BefmfcUjqn,2018-10-20 13:17:38
"RT @NHSSFCCG: If you have an underlying health condition like bronchitis, diabetes or heart disease, make sure you get your free #fluvaccin…",2018-10-20 13:30:20
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:01:40
EU medicines agency says dengue vaccine should be approved https://t.co/w5Rj8Y8t21 via @BI_Europe,2018-10-20 15:04:02
"RT @NHSuk: People with heart conditions should have the flu jab. It's free because you need it, so speak to your GP or pharmacist about the…",2018-10-20 13:33:47
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:02:40
"People with heart conditions should have the flu jab. It's free because you need it, so speak to your GP or pharmacist about the flu jab today. 
More info: https://t.co/lNMeKqLOSD https://t.co/MAKooAEb5s",2018-10-20 13:00:01
"RT @NHSEnglandLDN: People with heart conditions should have the flu jab. It's free because you need it, so speak to your GP or pharmacist a…",2018-10-20 15:05:58
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:48:16
"If you have heart, lung or kidney disease, ask for your free #flu jab. https://t.co/ZFMgirz8kv #HelpUsHelpYou https://t.co/o0UyVyv5dG",2018-10-20 15:06:08
A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:00:03
"RT @NHSuk: People with heart conditions should have the flu jab. It's free because you need it, so speak to your GP or pharmacist about the…",2018-10-20 14:16:18
Are you pregnant? Did you know you can get a free NHS flu jab from your GP surgery or Community Pharmacy? Visit: https://t.co/jXBZVYTWRc https://t.co/F7gAvuqfKZ,2018-10-20 13:00:01
"Free flu jabs are now available to social care workers. Who doesn’t love a freebie? Plus it lowers your risk of getting the flu. Win win. #HelpUsHelpYou 

Find out more here: https://t.co/u21yARFTfL",2018-10-20 11:43:00
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:34:36
RT @NinjaEconomics: A vaccine against tuberculosis can reverse Type 1 diabetes to almost undetectable levels. https://t.co/ntIMHDvo3X,2018-10-20 15:43:54
